 1.00000000000000E+09, 6.82568167577968E-02,-9.08526774052244E-02,-2.10179744577989E-01,-4.46484620739021E-02,-2.10179744577989E-01,-4.46484620739021E-02,-6.17650816080081E-01,-2.87308402924580E-01
 1.00250000000000E+09, 5.87992762864241E-02,-7.77913329006445E-02,-2.12719014496347E-01,-1.85262124325167E-02,-2.12719014496347E-01,-1.85262124325167E-02,-6.51754402205136E-01,-2.18581258479935E-01
 1.00500000000000E+09, 5.04729991599935E-02,-6.36798075604003E-02,-2.12422193302923E-01, 7.42073705457853E-03,-2.12422193302923E-01, 7.42073705457852E-03,-6.76107693882282E-01,-1.46809060881730E-01
 1.00750000000000E+09, 4.34162712879526E-02,-4.85768670060198E-02,-2.09373730542455E-01, 3.29973340412235E-02,-2.09373730542455E-01, 3.29973340412235E-02,-6.90683386761385E-01,-7.30807770252421E-02
 1.01000000000000E+09, 3.77736189737882E-02,-3.25649491628282E-02,-2.03639993399137E-01, 5.80204749036256E-02,-2.03639993399137E-01, 5.80204749036256E-02,-6.95486600672807E-01, 1.58220328659343E-03
 1.01250000000000E+09, 3.36910114626149E-02,-1.57526925314526E-02,-1.95270235191161E-01, 8.23083662441188E-02,-1.95270235191161E-01, 8.23083662441188E-02,-6.90538484846534E-01, 7.61971548892003E-02
 1.01500000000000E+09, 3.13107303396103E-02, 1.72343202718570E-03,-1.84299671914441E-01, 1.05670844852866E-01,-1.84299671914441E-01, 1.05670844852866E-01,-6.75869784395532E-01, 1.49789878107117E-01
 1.01750000000000E+09, 3.07660021934155E-02, 1.96983433390544E-02,-1.70754482748057E-01, 1.27900646751273E-01,-1.70754482748057E-01, 1.27900646751273E-01,-6.51523948586790E-01, 2.21364623604634E-01
 1.02000000000000E+09, 3.21754551074319E-02, 3.79783984330484E-02,-1.54658732207542E-01, 1.48765660237882E-01,-1.54658732207542E-01, 1.48765660237882E-01,-6.17569777992007E-01, 2.89875272605372E-01
 1.02250000000000E+09, 3.56374311942704E-02, 5.63422651688701E-02,-1.36043356413721E-01, 1.68002320778573E-01,-1.36043356413721E-01, 1.68002320778573E-01,-5.74123991659574E-01, 3.54199194682367E-01
 1.02500000000000E+09, 4.12241674283382E-02, 7.45426541369296E-02,-1.14957446042372E-01, 1.85310504425465E-01,-1.14957446042372E-01, 1.85310504425465E-01,-5.21384338102578E-01, 4.13115760863847E-01
