-2.00000000E+00	6.66410113E-01	1.45720857E+00	2.20905197E+00	
-1.99000000E+00	6.75466918E-01	1.47230719E+00	2.22600900E+00	
-1.98000000E+00	6.84917278E-01	1.48766169E+00	2.24289483E+00	
-1.97000000E+00	6.94413308E-01	1.50308584E+00	2.25997652E+00	
-1.96000000E+00	7.03940244E-01	1.51845887E+00	2.27742726E+00	
-1.95000000E+00	7.13888388E-01	1.53413088E+00	2.29480605E+00	
-1.94000000E+00	7.23920617E-01	1.54990676E+00	2.31237481E+00	
-1.93000000E+00	7.33966083E-01	1.56555899E+00	2.33034673E+00	
-1.92000000E+00	7.44430212E-01	1.58153330E+00	2.34823073E+00	
-1.91000000E+00	7.55027713E-01	1.59765930E+00	2.36627824E+00	
-1.90000000E+00	7.65630547E-01	1.61360761E+00	2.38475468E+00	
-1.89000000E+00	7.76629905E-01	1.62986250E+00	2.40318097E+00	
-1.88000000E+00	7.87821568E-01	1.64632896E+00	2.42171356E+00	
-1.87000000E+00	7.99027063E-01	1.66259274E+00	2.44067702E+00	
-1.86000000E+00	8.10583340E-01	1.67910302E+00	2.45969283E+00	
-1.85000000E+00	8.22391621E-01	1.69589749E+00	2.47870176E+00	
-1.84000000E+00	8.34255326E-01	1.71244989E+00	2.49822810E+00	
-1.83000000E+00	8.46418647E-01	1.72919613E+00	2.51788071E+00	
-1.82000000E+00	8.58862124E-01	1.74632495E+00	2.53735737E+00	
-1.81000000E+00	8.71382396E-01	1.76322677E+00	2.55732743E+00	
-1.80000000E+00	8.84163789E-01	1.78020543E+00	2.57758437E+00	
-1.79000000E+00	8.97302598E-01	1.79761884E+00	2.59761527E+00	
-1.78000000E+00	9.10521817E-01	1.81487318E+00	2.61803320E+00	
-1.77000000E+00	9.23963788E-01	1.83207767E+00	2.63890947E+00	
-1.76000000E+00	9.37823886E-01	1.84975966E+00	2.65950858E+00	
-1.75000000E+00	9.51785529E-01	1.86736093E+00	2.68038931E+00	
-1.74000000E+00	9.65932486E-01	1.88479379E+00	2.70188261E+00	
-1.73000000E+00	9.80539180E-01	1.90272383E+00	2.72306167E+00	
-1.72000000E+00	9.95284336E-01	1.92066756E+00	2.74441450E+00	
-1.71000000E+00	1.01017234E+00	1.93832899E+00	2.76650241E+00	
-1.70000000E+00	1.02556213E+00	1.95649473E+00	2.78828568E+00	
-1.69000000E+00	1.04113447E+00	1.97476421E+00	2.81013614E+00	
-1.68000000E+00	1.05680259E+00	1.99266541E+00	2.83277927E+00	
-1.67000000E+00	1.07300842E+00	2.01104939E+00	2.85520198E+00	
-1.66000000E+00	1.08945234E+00	2.02962857E+00	2.87757174E+00	
-1.65000000E+00	1.10598103E+00	2.04778676E+00	2.90078545E+00	
-1.64000000E+00	1.12301390E+00	2.06636731E+00	2.92383100E+00	
-1.63000000E+00	1.14037545E+00	2.08523198E+00	2.94675821E+00	
-1.62000000E+00	1.15781686E+00	2.10367647E+00	2.97047372E+00	
-1.61000000E+00	1.17570823E+00	2.12242178E+00	2.99418173E+00	
-1.60000000E+00	1.19401975E+00	2.14154460E+00	3.01767978E+00	
-1.59000000E+00	1.21243119E+00	2.16028635E+00	3.04188777E+00	
-1.58000000E+00	1.23122261E+00	2.17918948E+00	3.06624346E+00	
-1.57000000E+00	1.25052609E+00	2.19853399E+00	3.09035112E+00	
-1.56000000E+00	1.26996128E+00	2.21758527E+00	3.11502039E+00	
-1.55000000E+00	1.28971216E+00	2.23665248E+00	3.14002851E+00	
-1.54000000E+00	1.31004540E+00	2.25620593E+00	3.16474564E+00	
-1.53000000E+00	1.33055484E+00	2.27556314E+00	3.18986289E+00	
-1.52000000E+00	1.35132479E+00	2.29478684E+00	3.21551356E+00	
-1.51000000E+00	1.37272672E+00	2.31453031E+00	3.24083523E+00	
-1.50000000E+00	1.39437110E+00	2.33418691E+00	3.26641101E+00	
-1.49000000E+00	1.41621967E+00	2.35356953E+00	3.29268349E+00	
-1.48000000E+00	1.43873364E+00	2.37348448E+00	3.31860790E+00	
-1.47000000E+00	1.46156661E+00	2.39342581E+00	3.34464259E+00	
-1.46000000E+00	1.48455825E+00	2.41297359E+00	3.37150760E+00	
-1.45000000E+00	1.50823801E+00	2.43304473E+00	3.39803213E+00	
-1.44000000E+00	1.53231657E+00	2.45324940E+00	3.42455094E+00	
-1.43000000E+00	1.55652146E+00	2.47297432E+00	3.45194685E+00	
-1.42000000E+00	1.58141888E+00	2.49318339E+00	3.47908019E+00	
-1.41000000E+00	1.60680392E+00	2.51363169E+00	3.50608709E+00	
-1.40000000E+00	1.63230201E+00	2.53354908E+00	3.53396434E+00	
-1.39000000E+00	1.65846296E+00	2.55387225E+00	3.56169557E+00	
-1.38000000E+00	1.68521216E+00	2.57453216E+00	3.58920154E+00	
-1.37000000E+00	1.71209570E+00	2.59467362E+00	3.61750610E+00	
-1.36000000E+00	1.73957633E+00	2.61507916E+00	3.64583480E+00	
-1.35000000E+00	1.76773831E+00	2.63591537E+00	3.67384135E+00	
-1.34000000E+00	1.79609117E+00	2.65628961E+00	3.70252445E+00	
-1.33000000E+00	1.82497465E+00	2.67677712E+00	3.73141621E+00	
-1.32000000E+00	1.85460212E+00	2.69774507E+00	3.75993708E+00	
-1.31000000E+00	1.88451196E+00	2.71837040E+00	3.78894089E+00	
-1.30000000E+00	1.91487673E+00	2.73893038E+00	3.81834927E+00	
-1.29000000E+00	1.94603417E+00	2.76000675E+00	3.84735393E+00	
-1.28000000E+00	1.97759098E+00	2.78087582E+00	3.87666341E+00	
-1.27000000E+00	2.00952494E+00	2.80151800E+00	3.90654236E+00	
-1.26000000E+00	2.04228847E+00	2.82268275E+00	3.93598781E+00	
-1.25000000E+00	2.07556665E+00	2.84376958E+00	3.96557545E+00	
-1.24000000E+00	2.10916447E+00	2.86449102E+00	3.99585610E+00	
-1.23000000E+00	2.14362242E+00	2.88572536E+00	4.02571761E+00	
-1.22000000E+00	2.17869666E+00	2.90700713E+00	4.05554626E+00	
-1.21000000E+00	2.21405855E+00	2.92781135E+00	4.08614686E+00	
-1.20000000E+00	2.25030140E+00	2.94909593E+00	4.11638146E+00	
-1.19000000E+00	2.28725795E+00	2.97054513E+00	4.14642457E+00	
-1.18000000E+00	2.32449605E+00	2.99143739E+00	4.17726198E+00	
-1.17000000E+00	2.36261559E+00	3.01275113E+00	4.20781315E+00	
-1.16000000E+00	2.40154413E+00	3.03433565E+00	4.23803523E+00	
-1.15000000E+00	2.44078368E+00	3.05533145E+00	4.26901479E+00	
-1.14000000E+00	2.48092143E+00	3.07669498E+00	4.29980271E+00	
-1.13000000E+00	2.52202044E+00	3.09847542E+00	4.33014168E+00	
-1.12000000E+00	2.56352167E+00	3.11975946E+00	4.36106021E+00	
-1.11000000E+00	2.60554121E+00	3.14080054E+00	4.39219956E+00	
-1.10000000E+00	2.64859719E+00	3.16241187E+00	4.42281284E+00	
-1.09000000E+00	2.69248972E+00	3.18398717E+00	4.45359320E+00	
-1.08000000E+00	2.73699327E+00	3.20536398E+00	4.48456685E+00	
-1.07000000E+00	2.78212122E+00	3.22666773E+00	4.51535394E+00	
-1.06000000E+00	2.82808294E+00	3.24803816E+00	4.54616618E+00	
-1.05000000E+00	2.87505844E+00	3.26959449E+00	4.57698379E+00	
-1.04000000E+00	2.92285080E+00	3.29120678E+00	4.60749963E+00	
