 1.00000000000000E+09, 7.41935483870968E-01,-6.70471280349242E-01,-1.17520317300624E-15, 4.38627559979955E-16,-1.15678076436750E-15, 4.19276788090275E-16,-1.00000000000000E+00,-1.72238766459208E-15
 1.00250000000000E+09, 6.37939054848446E-01,-7.65816348396902E-01, 7.13159015317963E-02,-3.83813107620447E-02, 7.13159015317963E-02,-3.83813107620447E-02,-9.90557510248564E-01, 1.10619781517869E-01
 1.00500000000000E+09, 5.11601305877948E-01,-8.43041770993436E-01, 1.34555724611361E-01,-9.71567453064363E-02, 1.34555724611361E-01,-9.71567453064364E-02,-9.61187683431487E-01, 2.20394103903399E-01
 1.00750000000000E+09, 3.65791259983636E-01,-8.95195380872834E-01, 1.84025922615039E-01,-1.75944434379750E-01, 1.84025922615039E-01,-1.75944434379750E-01,-9.10709505654822E-01, 3.25247924092412E-01
 1.01000000000000E+09, 2.06148061451831E-01,-9.15312633251541E-01, 2.13244186924635E-01,-2.72456743195382E-01, 2.13244186924635E-01,-2.72456743195382E-01,-8.38975983791275E-01, 4.20016116895150E-01
 1.01250000000000E+09, 4.15548998393968E-02,-8.97766757964512E-01, 2.15734911066343E-01,-3.81767582097308E-01, 2.15734911066343E-01,-3.81767582097308E-01,-7.47621949346389E-01, 4.98771873968730E-01
 1.01500000000000E+09,-1.16175883567099E-01,-8.40092794760424E-01, 1.86388382974387E-01,-4.95990555314531E-01, 1.86388382974387E-01,-4.95990555314531E-01,-6.40689870797695E-01, 5.55670072244501E-01
 1.01750000000000E+09,-2.53815845815231E-01,-7.44726381481145E-01, 1.23113244500390E-01,-6.04816717830853E-01, 1.23113244500390E-01,-6.04816717830853E-01,-5.24741720697155E-01, 5.86247382442507E-01
 1.02000000000000E+09,-3.59354594506954E-01,-6.19752456428943E-01, 2.81290105293469E-02,-6.97122605374172E-01, 2.81290105293470E-02,-6.97122605374172E-01,-4.08119267835227E-01, 5.88784761236740E-01
 1.02250000000000E+09,-4.24917281613080E-01,-4.77917902881830E-01,-9.18658318822078E-02,-7.63282680809786E-01,-9.18658318822078E-02,-7.63282680809786E-01,-2.99384516520682E-01, 5.65092142376881E-01
 1.02500000000000E+09,-4.48673646533972E-01,-3.33988629625792E-01,-2.26971155658074E-01,-7.97262597069391E-01,-2.26971155658075E-01,-7.97262597069392E-01,-2.05490265471751E-01, 5.20221295805694E-01
 1.02750000000000E+09,-4.34846088064809E-01,-2.01511392344882E-01,-3.66329436134036E-01,-7.97561773577243E-01,-3.66329436134036E-01,-7.97561773577243E-01,-1.30469880163090E-01, 4.61167618030873E-01
 1.03000000000000E+09,-3.91973808505176E-01,-9.03442645879112E-02,-5.00340081018369E-01,-7.66716538642900E-01,-5.00340081018368E-01,-7.66716538642900E-01,-7.51390250316736E-02, 3.95170443752152E-01
 1.03250000000000E+09,-3.30434731636483E-01,-5.71799710438262E-03,-6.22019308459821E-01,-7.09839539995207E-01,-6.22019308459821E-01,-7.09839539995207E-01,-3.77193380371943E-02, 3.28324624267806E-01
 1.03500000000000E+09,-2.60288171494370E-01, 5.13141379031984E-02,-7.27293165676564E-01,-6.32978339433136E-01,-7.27293165676564E-01,-6.32978339433136E-01,-1.49014995922638E-02, 2.64879252261352E-01
 1.03750000000000E+09,-1.89981299350930E-01, 8.26989420839725E-02,-8.14524074565794E-01,-5.41865779347488E-01,-8.14524074565794E-01,-5.41865779347488E-01,-2.86238486602225E-03, 2.07180635865794E-01
