 1.00000000000000E+06, 2.73540137801489E-03, 4.93693735226883E-02, 8.17442894489026E-04, 8.24840483009665E-03, 9.97256435215944E-01,-5.39323048407516E-02,-8.38322786297314E-04,-7.53557941930352E-03, 8.16792715145908E-04, 8.24213794907019E-03, 3.00519347477871E-03, 5.17972190342958E-02,-8.37752111146956E-04,-7.52956007299465E-03, 9.96985986917376E-01,-5.65761619611620E-02, 9.97256435213993E-01,-5.39323048746451E-02,-8.38401880258514E-04,-7.53551266763274E-03, 2.73040179163003E-03, 4.93692747312802E-02, 8.65942393441011E-04, 8.24575733941466E-03,-8.37672476037910E-04,-7.52962678441476E-03, 9.96985986919064E-01,-5.65761619318486E-02, 8.65262985239434E-04, 8.23949253201486E-03, 2.99948620604053E-03, 5.17971750921325E-02
 2.24937500000000E+06, 1.36785791444279E-02, 1.09732626812816E-01, 4.04162930276682E-03, 1.79684711461207E-02, 9.86280361107743E-01,-1.19997414388817E-01,-4.14594499375652E-03,-1.63531436543064E-02, 4.03841358601996E-03, 1.79548355021094E-02, 1.50131654064459E-02, 1.15002849816511E-01,-4.14299018490579E-03,-1.63394852543497E-02, 9.84942414448007E-01,-1.25753982086393E-01, 9.86280361057300E-01,-1.19997414772994E-01,-4.14620288185328E-03,-1.63524092875732E-02, 1.36527484500937E-02, 1.09731616752921E-01, 4.28423410008333E-03, 1.79386764775095E-02,-4.14272943451766E-03,-1.63402191874274E-02, 9.84942414491634E-01,-1.25753981754128E-01, 4.28087303012328E-03, 1.79250640997959E-02, 1.49838284749516E-02, 1.15002453041918E-01
 3.49875000000000E+06, 3.24250788869113E-02, 1.67175281987103E-01, 9.39321361609246E-03, 2.64214806437430E-02, 9.67476541427577E-01,-1.83144658902338E-01,-9.64007165927825E-03,-2.38770803804833E-02, 9.38573543939790E-03, 2.64014744366053E-02, 3.55295629994152E-02, 1.74874183532060E-01,-9.63265596676099E-03,-2.38555896328816E-02, 9.64363762159557E-01,-1.91601253432021E-01, 9.67476541128104E-01,-1.83144660335461E-01,-9.64012298488472E-03,-2.38744769966016E-02, 3.23604747583257E-02, 1.67172198580273E-01, 9.96861508938870E-03, 2.63115257191504E-02,-9.63259722122908E-03,-2.38581915386558E-02, 9.64363762418569E-01,-1.91601252192525E-01, 9.96079570498502E-03, 2.62916049241293E-02, 3.54567801767918E-02, 1.74873338192807E-01
 4.74812500000000E+06, 5.80414586931520E-02, 2.20382426319171E-01, 1.63539283217794E-02, 3.31140404926519E-02, 9.41779562642061E-01,-2.42061441197058E-01,-1.67946452290467E-02,-2.96016262494587E-02, 1.63408971692395E-02, 3.30890516221870E-02, 6.34533247707186E-02, 2.29934162913337E-01,-1.67803625017532E-02,-2.95722004253793E-02, 9.36352009762517E-01,-2.52643719086684E-01, 9.41779561610575E-01,-2.42061444723549E-01,-1.67933636406539E-02,-2.95956499666250E-02, 5.79175616596741E-02, 2.20377072126828E-01, 1.73845948478872E-02, 3.28466067792341E-02,-1.67816292545372E-02,-2.95781735199426E-02, 9.36352010654663E-01,-2.52643716036572E-01, 1.73709613971905E-02, 3.28218241173380E-02, 6.33151146026308E-02, 2.29934168264265E-01
 5.99750000000000E+06, 8.93531874170244E-02, 2.68376394075643E-01, 2.43072735415877E-02, 3.77722090406437E-02, 9.10365035577399E-01,-2.95773177902347E-01,-2.49832124741573E-02,-3.32431349437828E-02, 2.42878825009634E-02, 3.77438432613472E-02, 9.74101725481647E-02, 2.79113625502404E-01,-2.49593219840078E-02,-3.32059535774128E-02, 9.02282237802460E-01,-3.07815700862809E-01, 9.10365032917666E-01,-2.95773184835039E-01,-2.49786472817730E-02,-3.32323452244635E-02, 8.91469165322153E-02, 2.68371085282296E-01, 2.58950838071205E-02, 3.72513687241835E-02,-2.49638614128749E-02,-3.32167380568749E-02, 9.02282240102978E-01,-3.07815694866423E-01, 2.58747821673955E-02, 3.72234007889962E-02, 9.71824867205121E-02, 2.79118554683452E-01
 7.24687500000000E+06, 1.25073794245270E-01, 3.10545388573979E-01, 3.26311429673865E-02, 4.03430085345007E-02, 8.74520071787782E-01,-3.43671824507643E-01,-3.35725375073988E-02,-3.47418838886553E-02, 3.26050734282712E-02, 4.03129164112003E-02, 1.35911508081870E-01, 3.21780556471354E-01,-3.35360513264564E-02,-3.46975785450937E-02, 8.63643391899414E-01,-3.56489253914408E-01, 8.74520066077197E-01,-3.43671836301429E-01,-3.35619963542165E-02,-3.47252486872650E-02, 1.24760279705535E-01, 3.10546309026613E-01, 3.48551593548399E-02, 3.94604867511198E-02,-3.35465517493623E-02,-3.47142067434120E-02, 8.63643396838953E-01,-3.56489243713026E-01, 3.48278430960636E-02, 3.94310612173713E-02, 1.35569015848668E-01, 3.21798437468290E-01
 8.49625000000000E+06, 1.63921614033123E-01, 3.46623707729713E-01, 4.07730096836139E-02, 4.09597459086836E-02, 8.35526281599960E-01,-3.85495849731815E-01,-4.19987138391299E-02,-3.42273249500893E-02, 4.07403771986130E-02, 4.09294768922378E-02, 1.77495369743194E-01, 3.57709333080428E-01,-4.19465487914473E-02,-3.41770890736090E-02, 8.21897098225597E-01,-3.98443172440699E-01, 8.35526270819067E-01,-3.85495867814275E-01,-4.19789695985893E-02,-3.42044784970392E-02, 1.63475491056496E-01, 3.46641756117672E-01, 4.36892275534031E-02, 3.96009542185079E-02,-4.19662330102670E-02,-3.41999278855330E-02, 8.21897107551310E-01,-3.98443156798967E-01, 4.36550032207457E-02, 3.95716984159933E-02, 1.77012705239978E-01, 3.57752847391968E-01
 9.74562500000000E+06, 2.04708808061798E-01, 3.76638795782485E-01, 4.82968119678037E-02, 3.98870509117868E-02, 7.94570657278817E-01,-4.21276973677769E-01,-4.98147979270289E-02,-3.19627848659178E-02, 4.82580754293909E-02, 3.98579503922768E-02, 2.20830640280860E-01, 3.87010254625515E-01,-4.97439534450578E-02,-3.19084077819290E-02, 7.78373378226752E-01,-4.33792226387133E-01, 7.94570638802360E-01,-4.21276999257266E-01,-4.97823587328259E-02,-3.19341660703125E-02, 2.04105708984995E-01, 3.76689798490384E-01, 5.19394661547269E-02, 3.79363252661152E-02,-4.97763090045450E-02,-3.19370203411033E-02, 7.78373394210219E-01,-4.33792204259025E-01, 5.18988004101621E-02, 3.79086587110132E-02, 2.20183810524278E-01, 3.87096842041129E-01
 1.09950000000000E+07, 2.46397555600280E-01, 4.00842410140605E-01, 5.49007322118435E-02, 3.74617631035196E-02, 7.52689433404823E-01,-4.51271044419092E-01,-5.67091069553228E-02,-2.82858642393686E-02, 5.48565891153123E-02, 3.74349156714528E-02, 2.64779120067316E-01, 4.10041798991136E-01,-5.66168328915924E-02,-2.82296941119479E-02, 7.34208635142027E-01,-4.62899150089366E-01, 7.52689404059766E-01,-4.51271078298274E-01,-5.66604903489779E-02,-2.82527372047625E-02, 2.45615501686974E-01, 4.00946744834393E-01, 5.92846436276019E-02, 3.48065079731722E-02,-5.66653382085052E-02,-2.82628192370833E-02, 7.34208660529275E-01,-4.62899120779516E-01, 5.92382555996993E-02, 3.47815823511222E-02, 2.63946796877181E-01, 4.10193217426861E-01
 1.22443750000000E+07, 2.88126168141917E-01, 4.19640280914264E-01, 6.04119036963668E-02, 3.40413820329594E-02, 7.10742125794646E-01,-4.75887485602325E-01,-6.25002204211211E-02,-2.35563537329752E-02, 6.03631895246606E-02, 3.40175950184681E-02, 3.08420124735430E-01, 4.27323734756352E-01,-6.23841499135455E-02,-2.35012077169952E-02, 6.90321208656542E-01,-4.86287562470141E-01, 7.10742081976256E-01,-4.75887528023299E-01,-6.24321884272605E-02,-2.35207346018602E-02, 2.87146656202828E-01, 4.19822066949093E-01, 6.55353748480501E-02, 3.05750538267606E-02,-6.24520394239209E-02,-2.35368329403021E-02, 6.90321246567863E-01,-4.86287525767853E-01, 6.54841322575539E-02, 3.05537345079611E-02, 3.07384633202906E-01, 4.27565226290403E-01
