 1.00000000000000E+06, 2.63159407078787E-04, 1.55435209243392E-02, 9.99735884944471E-01,-1.69260172130702E-02, 9.99735884944471E-01,-1.69260172130702E-02, 2.63159407078787E-04, 1.55435209243392E-02
 2.24937500000000E+06, 1.33011867529204E-03, 3.49246964700072E-02, 9.98665045904292E-01,-3.80344902656254E-02, 9.98665045904292E-01,-3.80344902656254E-02, 1.33011867529204E-03, 3.49246964700072E-02
 3.49875000000000E+06, 3.21213381984388E-03, 5.42173320714083E-02, 9.96776166925736E-01,-5.90545184403289E-02, 9.96776166925736E-01,-5.90545184403289E-02, 3.21213381984388E-03, 5.42173320714083E-02
 4.74812500000000E+06, 5.90022427565389E-03, 7.33730891035736E-02, 9.94078227673048E-01,-7.99378159277991E-02, 9.94078227673048E-01,-7.99378159277991E-02, 5.90022427565389E-03, 7.33730891035736E-02
 5.99750000000000E+06, 9.38164858091334E-03, 9.23447082567328E-02, 9.90583968315275E-01,-1.00637176250355E-01, 9.90583968315275E-01,-1.00637176250355E-01, 9.38164858091334E-03, 9.23447082567328E-02
 7.24687500000000E+06, 1.36400538989853E-02, 1.11086368210102E-01, 9.86309740004011E-01,-1.21106830941704E-01, 9.86309740004011E-01,-1.21106830941704E-01, 1.36400538989853E-02, 1.11086368210102E-01
 8.49625000000000E+06, 1.86556653989836E-02, 1.29554020944986E-01, 9.81275315492363E-01,-1.41302784865944E-01, 9.81275315492363E-01,-1.41302784865944E-01, 1.86556653989836E-02, 1.29554020944986E-01
 9.74562500000000E+06, 2.44055114529880E-02, 1.47705698748215E-01, 9.75503663937168E-01,-1.61183123226908E-01, 9.75503663937168E-01,-1.61183123226908E-01, 2.44055114529880E-02, 1.47705698748215E-01
 1.09950000000000E+07, 3.08636799502817E-02, 1.65501788719296E-01, 9.69020694584085E-01,-1.80708286081236E-01, 9.69020694584085E-01,-1.80708286081236E-01, 3.08636799502817E-02, 1.65501788719296E-01
 1.22443750000000E+07, 3.80016005258977E-02, 1.82905271445100E-01, 9.61854974538266E-01,-1.99841307018982E-01, 9.61854974538266E-01,-1.99841307018982E-01, 3.80016005258977E-02, 1.82905271445100E-01
 1.34937500000000E+07, 4.57883471625835E-02, 1.99881921411280E-01, 9.54037426161506E-01,-2.18548013580959E-01, 9.54037426161506E-01,-2.18548013580959E-01, 4.57883471625835E-02, 1.99881921411280E-01
 1.47431250000000E+07, 5.41909554550716E-02, 2.16400467646174E-01, 9.45601009806971E-01,-2.36797187908600E-01, 9.45601009806971E-01,-2.36797187908600E-01, 5.41909554550716E-02, 2.16400467646174E-01
 1.59925000000000E+07, 6.31747488191818E-02, 2.32432714008297E-01, 9.36580397608994E-01,-2.54560687037391E-01, 9.36580397608994E-01,-2.54560687037391E-01, 6.31747488191818E-02, 2.32432714008297E-01
 1.72418750000000E+07, 7.27036680753003E-02, 2.47953619402545E-01, 9.27011643898383E-01,-2.71813523119052E-01, 9.27011643898383E-01,-2.71813523119052E-01, 7.27036680753003E-02, 2.47953619402545E-01
 1.84912500000000E+07, 8.27405991202349E-02, 2.62941339017288E-01, 9.16931857529236E-01,-2.88533904664609E-01, 9.16931857529236E-01,-2.88533904664609E-01, 8.27405991202349E-02, 2.62941339017288E-01
 1.97406250000000E+07, 9.32476938032440E-02, 2.77377228393141E-01, 9.06378881001479E-01,-3.04703240619166E-01, 9.06378881001479E-01,-3.04703240619166E-01, 9.32476938032440E-02, 2.77377228393141E-01
 2.09900000000000E+07, 1.04186679618244E-01, 2.91245812748941E-01, 8.95390980767116E-01,-3.20306109693893E-01, 8.95390980767116E-01,-3.20306109693893E-01, 1.04186679618244E-01, 2.91245812748941E-01
 2.22393750000000E+07, 1.15519154390362E-01, 3.04534724490834E-01, 8.84006552542014E-01,-3.35330197881149E-01, 8.84006552542014E-01,-3.35330197881149E-01, 1.15519154390362E-01, 3.04534724490834E-01
 2.34887500000000E+07, 1.27206862746518E-01, 3.17234612211961E-01, 8.72263844833551E-01,-3.49766207460221E-01, 8.72263844833551E-01,-3.49766207460221E-01, 1.27206862746518E-01, 3.17234612211961E-01
 2.47381250000000E+07, 1.39211951792945E-01, 3.29339024753028E-01, 8.60200703261213E-01,-3.63607741063962E-01, 8.60200703261213E-01,-3.63607741063962E-01, 1.39211951792945E-01, 3.29339024753028E-01
 2.59875000000000E+07, 1.51497204055645E-01, 3.40844274043015E-01, 8.47854337614140E-01,-3.76851164525600E-01, 8.47854337614140E-01,-3.76851164525600E-01, 1.51497204055645E-01, 3.40844274043015E-01
 2.72368750000000E+07, 1.64026246353723E-01, 3.51749280482630E-01, 8.35261112975677E-01,-3.89495452268307E-01, 8.35261112975677E-01,-3.89495452268307E-01, 1.64026246353723E-01, 3.51749280482630E-01
 2.84862500000000E+07, 1.76763733854165E-01, 3.62055404582066E-01, 8.22456365666371E-01,-4.01542018949095E-01, 8.22456365666371E-01,-4.01542018949095E-01, 1.76763733854165E-01, 3.62055404582066E-01
