 1.00000000000000E+06  4.74261360363444E-03  5.59668926198480E-02  4.20927278085101E-03  3.70744747137806E-02  9.95234321281398E-01 -6.17834277838096E-02 -4.18888976274632E-03 -3.35692944559557E-02  4.20925512708464E-03  3.70743482120489E-02  4.74259594986821E-03  5.59667661181163E-02 -4.18886082491109E-03 -3.35690072101615E-02  9.95234350219233E-01 -6.17831405380154E-02  9.95234321281398E-01 -6.17834277838096E-02 -4.18888976274632E-03 -3.35692944559557E-02  4.74261360363444E-03  5.59668926198480E-02  4.20927278085101E-03  3.70744747137806E-02 -4.18886082491109E-03 -3.35690072101615E-02  9.95234350219233E-01 -6.17831405380154E-02  4.20925512708464E-03  3.70743482120489E-02  4.74259594986821E-03  5.59667661181163E-02
 1.00389168307047E+06  4.77928544654195E-03  5.61813619846875E-02  4.24178747025800E-03  3.72155169261375E-02  9.95197469555764E-01 -6.20205341184480E-02 -4.22124548653533E-03 -3.36966953895524E-02  4.24176968011661E-03  3.72153899456603E-02  4.77926765640059E-03  5.61812350042103E-02 -4.22121632508897E-03 -3.36964070474532E-02  9.95197498717210E-01 -6.20202457763488E-02  9.95197469555764E-01 -6.20205341184480E-02 -4.22124548653533E-03 -3.36966953895524E-02  4.77928544654195E-03  5.61813619846875E-02  4.24178747025800E-03  3.72155169261375E-02 -4.22121632508897E-03 -3.36964070474532E-02  9.95197498717210E-01 -6.20202457763488E-02  4.24176968011661E-03  3.72153899456603E-02  4.77926765640059E-03  5.61812350042103E-02
 1.00779851133806E+06  4.81623841088935E-03  5.63966273589036E-02  4.27455089453334E-03  3.73570705188734E-02  9.95160335305728E-01 -6.22585245684363E-02 -4.25384870536657E-03 -3.38245546133221E-02  4.27453296697382E-03  3.73569430579446E-02  4.81622048333005E-03  5.63964998979748E-02 -4.25381931859677E-03 -3.38242651709010E-02  9.95160364692497E-01 -6.22582351260152E-02  9.95160335305728E-01 -6.22585245684363E-02 -4.25384870536657E-03 -3.38245546133221E-02  4.81623841088935E-03  5.63966273589036E-02  4.27455089453334E-03  3.73570705188734E-02 -4.25381931859677E-03 -3.38242651709010E-02  9.95160364692497E-01 -6.22582351260152E-02  4.27453296697382E-03  3.73569430579446E-02  4.81622048333005E-03  5.63964998979748E-02
 1.01172054374308E+06  4.85347461387278E-03  5.66126913964385E-02  4.30756491882244E-03  3.74991370514300E-02  9.95122916403153E-01 -6.24974021307152E-02 -4.28670127471303E-03 -3.39528734800650E-02  4.30754685279274E-03  3.74990091083388E-02  4.85345654784297E-03  5.66125634533473E-02 -4.28667166089478E-03 -3.39525829332926E-02  9.95122946016971E-01 -6.24971115839428E-02  9.95122916403153E-01 -6.24974021307152E-02 -4.28670127471303E-03 -3.39528734800650E-02  4.85347461387278E-03  5.66126913964385E-02  4.30756491882244E-03  3.74991370514300E-02 -4.28667166089478E-03 -3.39525829332926E-02  9.95122946016971E-01 -6.24971115839428E-02  4.30754685279274E-03  3.74990091083388E-02  4.85345654784297E-03  5.66125634533473E-02
 1.01565783945522E+06  4.89099618804371E-03  5.68295567565335E-02  4.34083142166987E-03  3.76417180844435E-02  9.95085210704456E-01 -6.27371698088607E-02 -4.31980506337428E-03 -3.40816533429709E-02  4.34081321611178E-03  3.76415896574738E-02  4.89097798248573E-03  5.68294283295639E-02 -4.31977522077017E-03 -3.40813616878048E-02  9.95085240547060E-01 -6.27368781536946E-02  9.95085210704456E-01 -6.27371698088607E-02 -4.31980506337428E-03 -3.40816533429709E-02  4.89099618804371E-03  5.68295567565335E-02  4.34083142166987E-03  3.76417180844435E-02 -4.31977522077017E-03 -3.40813616878048E-02  9.95085240547060E-01 -6.27368781536946E-02  4.34081321611178E-03  3.76415896574738E-02  4.89097798248573E-03  5.68294283295639E-02
 1.01961045787442E+06  4.92880528141730E-03  5.70472261036945E-02  4.37435229510968E-03  3.77848151796944E-02  9.95047216050509E-01 -6.29778306130547E-02 -4.35316195356104E-03 -3.42108955555669E-02  4.37433394895605E-03  3.77846862671258E-02  4.92878693526371E-03  5.70470971911259E-02 -4.35313188042045E-03 -3.42106027879520E-02  9.95047246123650E-01 -6.29775378454398E-02  9.95047216050509E-01 -6.29778306130547E-02 -4.35316195356104E-03 -3.42108955555669E-02  4.92880528141730E-03  5.70472261036945E-02  4.37435229510968E-03  3.77848151796944E-02 -4.35313188042045E-03 -3.42106027879520E-02  9.95047246123650E-01 -6.29775378454398E-02  4.37433394895605E-03  3.77846862671258E-02  4.92878693526371E-03  5.70470971911259E-02
 1.02357845863180E+06  4.96690405757069E-03  5.72657021076552E-02  4.40812944475114E-03  3.79284299000584E-02  9.95008930266534E-01 -6.32193875600539E-02 -4.38677384098425E-03 -3.43406014716638E-02  4.40811095692679E-03  3.79283005001653E-02  4.96688556974639E-03  5.72655727077621E-02 -4.38674353554329E-03 -3.43403075875322E-02  9.95008960571975E-01 -6.32190936759222E-02  9.95008930266534E-01 -6.32193875600539E-02 -4.38677384098425E-03 -3.43406014716638E-02  4.96690405757069E-03  5.72657021076552E-02  4.40812944475114E-03  3.79284299000584E-02 -4.38674353554329E-03 -3.43403075875322E-02  9.95008960571975E-01 -6.32190936759222E-02  4.40811095692679E-03  3.79283005001653E-02  4.96688556974639E-03  5.72655727077621E-02
 1.02756190159056E+06  5.00529469574876E-03  5.74849874433420E-02  4.44216478986764E-03  3.80725638094554E-02  9.94970351161996E-01 -6.34618436731592E-02 -4.42064263494050E-03 -3.44707724453030E-02  4.44214615928917E-03  3.80724339205077E-02  5.00527606517027E-03  5.74848575543942E-02 -4.42061209542169E-03 -3.44704774405739E-02  9.94970381701515E-01 -6.34615486684301E-02  9.94970351161996E-01 -6.34618436731592E-02 -4.42064263494050E-03 -3.44707724453030E-02  5.00529469574876E-03  5.74849874433420E-02  4.44216478986764E-03  3.80725638094554E-02 -4.42061209542169E-03 -3.44704774405739E-02  9.94970381701515E-01 -6.34615486684301E-02  4.44214615928917E-03  3.80724339205077E-02  5.00527606517027E-03  5.74848575543942E-02
 1.03156084684684E+06  5.04397939096641E-03  5.77050847908358E-02  4.47646026348360E-03  3.82172184727982E-02  9.94931476530504E-01 -6.37052019821836E-02 -4.45477025840078E-03 -3.46014098307015E-02  4.47644148906052E-03  3.82170880930606E-02  5.04396061654347E-03  5.77049544110981E-02 -4.45473948301393E-03 -3.46011137012813E-02  9.94931507305891E-01 -6.37049058527634E-02  9.94931476530504E-01 -6.37052019821836E-02 -4.45477025840078E-03 -3.46014098307015E-02  5.04397939096641E-03  5.77050847908358E-02  4.47646026348360E-03  3.82172184727982E-02 -4.45473948301393E-03 -3.46011137012813E-02  9.94931507305891E-01 -6.37049058527634E-02  4.47644148906052E-03  3.82170880930606E-02  5.04396061654347E-03  5.77049544110981E-02
 1.03557535473068E+06  5.08296035411582E-03  5.79259968353346E-02  4.51101781246628E-03  3.83623954559399E-02  9.94892304149700E-01 -6.39494655234195E-02 -4.48915864809898E-03 -3.47325149821962E-02  4.51099889309854E-03  3.83622645836724E-02  5.08294143474801E-03  5.79258659630671E-02 -4.48912763504083E-03 -3.47322177239783E-02  9.94892335162758E-01 -6.39491682652017E-02  9.94892304149700E-01 -6.39494655234195E-02 -4.48915864809898E-03 -3.47325149821962E-02  5.08296035411582E-03  5.79259968353346E-02  4.51101781246628E-03  3.83623954559399E-02 -4.48912763504083E-03 -3.47322177239783E-02  9.94892335162758E-01 -6.39491682652017E-02  4.51099889309854E-03  3.83622645836724E-02  5.08294143474801E-03  5.79258659630671E-02
